"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","GroupID"
"S1B_IW_SLC__1SDV_20171224T070624_20171224T070652_008857_00FC8F_C07F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8857","81","1048","2017-12-24T07:06:52.000000","2017-12-24T07:06:24.000000","SLC","2017-12-24T07:06:24.000000","2017-12-24T07:06:52.000000","-39.0058","175.8007","-40.161129","174.695419","-39.477631","177.537735","-38.507572","174.089828","-37.839909","176.867233","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171224T070624_20171224T070652_008857_00FC8F_C07F.zip","4429.877002716064","None","None","None","0","S1B_IWDV_1048_1054_008857_081"
"S1B_IW_SLC__1SDV_20171212T070625_20171212T070653_008682_00F6FA_2C3E","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8682","81","1048","2017-12-12T07:06:53.000000","2017-12-12T07:06:25.000000","SLC","2017-12-12T07:06:25.000000","2017-12-12T07:06:53.000000","-39.0058","175.8012","-40.161026","174.695847","-39.477516","177.538177","-38.507717","174.090332","-37.840038","176.867767","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171212T070625_20171212T070653_008682_00F6FA_2C3E.zip","4424.081283569336","None","None","None","0","S1B_IWDV_1048_1054_008682_081"
"S1B_IW_SLC__1SDV_20171130T070625_20171130T070653_008507_00F16B_1005","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8507","81","1048","2017-11-30T07:06:53.000000","2017-11-30T07:06:25.000000","SLC","2017-11-30T07:06:25.000000","2017-11-30T07:06:53.000000","-39.0053","175.8009","-40.160648","174.695587","-39.47718","177.537827","-38.507092","174.090027","-37.839455","176.867355","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171130T070625_20171130T070653_008507_00F16B_1005.zip","4475.463733673096","None","None","None","0","S1B_IWDV_1048_1054_008507_081"
"S1B_IW_SLC__1SDV_20171118T070625_20171118T070653_008332_00EBFC_72DF","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8332","81","1048","2017-11-18T07:06:53.000000","2017-11-18T07:06:25.000000","SLC","2017-11-18T07:06:25.000000","2017-11-18T07:06:53.000000","-39.0059","175.8006","-40.161156","174.695129","-39.477676","177.537537","-38.507839","174.089676","-37.840195","176.867172","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171118T070625_20171118T070653_008332_00EBFC_72DF.zip","4419.242520332336","None","None","None","0","S1B_IWDV_1048_1054_008332_081"
"S1B_IW_SLC__1SDV_20171106T070626_20171106T070654_008157_00E6B3_7291","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","8157","81","1048","2017-11-06T07:06:54.000000","2017-11-06T07:06:26.000000","SLC","2017-11-06T07:06:26.000000","2017-11-06T07:06:54.000000","-39.0056","175.8001","-40.160923","174.694687","-39.477474","177.537033","-38.507362","174.089172","-37.839748","176.866577","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171106T070626_20171106T070654_008157_00E6B3_7291.zip","4421.947536468506","None","None","None","0","S1B_IWDV_1048_1054_008157_081"
"S1B_IW_SLC__1SDV_20171025T070626_20171025T070654_007982_00E1AB_3B02","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7982","81","1048","2017-10-25T07:06:54.000000","2017-10-25T07:06:26.000000","SLC","2017-10-25T07:06:26.000000","2017-10-25T07:06:54.000000","-39.0055","175.8003","-40.161018","174.695023","-39.477501","177.537415","-38.507103","174.089325","-37.839424","176.866776","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171025T070626_20171025T070654_007982_00E1AB_3B02.zip","4439.291990280151","None","None","None","0","S1B_IWDV_1048_1054_007982_081"
"S1B_IW_SLC__1SDV_20171013T070626_20171013T070654_007807_00DCA7_44D4","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7807","81","1048","2017-10-13T07:06:54.000000","2017-10-13T07:06:26.000000","SLC","2017-10-13T07:06:26.000000","2017-10-13T07:06:54.000000","-39.0054","175.8009","-40.160793","174.69545","-39.477219","177.537949","-38.507248","174.089874","-37.839512","176.867447","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171013T070626_20171013T070654_007807_00DCA7_44D4.zip","4484.101692199707","None","None","None","0","S1B_IWDV_1048_1054_007807_081"
"S1B_IW_SLC__1SDV_20171001T070626_20171001T070653_007632_00D7AB_75FA","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7632","81","1049","2017-10-01T07:06:53.000000","2017-10-01T07:06:26.000000","SLC","2017-10-01T07:06:26.000000","2017-10-01T07:06:53.000000","-39.005","175.7999","-38.506779","174.088959","-40.160332","174.694489","-37.839085","176.866501","-39.476795","177.536972","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171001T070626_20171001T070653_007632_00D7AB_75FA.zip","4510.185830116272","None","None","None","0","S1B_IWDV_1049_1054_007632_081"
"S1B_IW_SLC__1SDV_20170919T070625_20170919T070653_007457_00D2A7_2543","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7457","81","1049","2017-09-19T07:06:53.000000","2017-09-19T07:06:25.000000","SLC","2017-09-19T07:06:25.000000","2017-09-19T07:06:53.000000","-39.0058","175.7995","-38.507664","174.088501","-40.161102","174.693939","-37.839993","176.866196","-39.477596","177.536575","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170919T070625_20170919T070653_007457_00D2A7_2543.zip","4455.861377716064","None","None","None","0","S1B_IWDV_1049_1054_007457_081"
"S1B_IW_SLC__1SDV_20170907T070625_20170907T070653_007282_00CD86_7A65","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","7282","81","1049","2017-09-07T07:06:53.000000","2017-09-07T07:06:25.000000","SLC","2017-09-07T07:06:25.000000","2017-09-07T07:06:53.000000","-39.0062","175.8","-38.508091","174.088959","-40.161526","174.694366","-37.840412","176.866821","-39.478012","177.53717","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170907T070625_20170907T070653_007282_00CD86_7A65.zip","4510.562552452087","None","None","None","0","S1B_IWDV_1049_1054_007282_081"
"S1B_IW_SLC__1SDV_20170814T070624_20170814T070652_006932_00C361_2850","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6932","81","1048","2017-08-14T07:06:52.000000","2017-08-14T07:06:24.000000","SLC","2017-08-14T07:06:24.000000","2017-08-14T07:06:52.000000","-39.0058","175.8005","-38.507626","174.089355","-40.161285","174.694916","-37.839844","176.867264","-39.477661","177.537781","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170814T070624_20170814T070652_006932_00C361_2850.zip","4490.976094245911","None","None","None","0","S1B_IWDV_1048_1054_006932_081"
"S1B_IW_SLC__1SDV_20170802T070623_20170802T070651_006757_00BE44_F82C","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6757","81","1049","2017-08-02T07:06:51.000000","2017-08-02T07:06:23.000000","SLC","2017-08-02T07:06:23.000000","2017-08-02T07:06:51.000000","-39.0056","175.7997","-38.507511","174.088638","-40.160938","174.694077","-37.839775","176.866516","-39.477364","177.536896","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170802T070623_20170802T070651_006757_00BE44_F82C.zip","4485.897475242615","None","None","None","0","S1B_IWDV_1049_1054_006757_081"
"S1B_IW_SLC__1SDV_20170721T070623_20170721T070650_006582_00B93D_2968","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6582","81","1049","2017-07-21T07:06:50.000000","2017-07-21T07:06:23.000000","SLC","2017-07-21T07:06:23.000000","2017-07-21T07:06:50.000000","-39.0058","175.7993","-38.507687","174.088226","-40.161118","174.693649","-37.839981","176.866058","-39.47757","177.536423","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170721T070623_20170721T070650_006582_00B93D_2968.zip","4509.369931221008","None","None","None","0","S1B_IWDV_1049_1054_006582_081"
"S1B_IW_SLC__1SDV_20170709T070622_20170709T070650_006407_00B43E_7D89","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6407","81","1049","2017-07-09T07:06:50.000000","2017-07-09T07:06:22.000000","SLC","2017-07-09T07:06:22.000000","2017-07-09T07:06:50.000000","-39.0057","175.799","-38.507412","174.087875","-40.161083","174.693359","-37.839718","176.865799","-39.477551","177.536224","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170709T070622_20170709T070650_006407_00B43E_7D89.zip","4486.2885818481445","None","None","None","0","S1B_IWDV_1049_1054_006407_081"
"S1B_IW_SLC__1SDV_20170627T070621_20170627T070649_006232_00AF4A_1E72","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6232","81","1049","2017-06-27T07:06:49.000000","2017-06-27T07:06:21.000000","SLC","2017-06-27T07:06:21.000000","2017-06-27T07:06:49.000000","-39.0064","175.8003","-38.508381","174.089157","-40.161686","174.69455","-37.840645","176.867096","-39.478111","177.53743","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170627T070621_20170627T070649_006232_00AF4A_1E72.zip","4402.291661262512","None","None","None","0","S1B_IWDV_1049_1054_006232_081"
"S1B_IW_SLC__1SDV_20170615T070620_20170615T070648_006057_00AA37_42EC","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","6057","81","1049","2017-06-15T07:06:48.000000","2017-06-15T07:06:20.000000","SLC","2017-06-15T07:06:20.000000","2017-06-15T07:06:48.000000","-39.0058","175.7999","-38.50774","174.088837","-40.161037","174.694244","-37.839996","176.866684","-39.477455","177.537033","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170615T070620_20170615T070648_006057_00AA37_42EC.zip","4435.3190088272095","None","None","None","0","S1B_IWDV_1049_1054_006057_081"
"S1B_IW_SLC__1SDV_20170603T070620_20170603T070647_005882_00A511_7403","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5882","81","1049","2017-06-03T07:06:47.000000","2017-06-03T07:06:20.000000","SLC","2017-06-03T07:06:20.000000","2017-06-03T07:06:47.000000","-39.0062","175.8008","-38.508179","174.089737","-40.161476","174.695175","-37.840408","176.867645","-39.477867","177.53801","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170603T070620_20170603T070647_005882_00A511_7403.zip","4425.82696056366","None","None","None","0","S1B_IWDV_1049_1054_005882_081"
"S1B_IW_SLC__1SDV_20170522T070619_20170522T070647_005707_009FFF_F85F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5707","81","1049","2017-05-22T07:06:47.000000","2017-05-22T07:06:19.000000","SLC","2017-05-22T07:06:19.000000","2017-05-22T07:06:47.000000","-39.0062","175.7992","-38.50808","174.088043","-40.161503","174.693481","-37.840351","176.865982","-39.47794","177.536346","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170522T070619_20170522T070647_005707_009FFF_F85F.zip","4373.061498641968","None","None","None","0","S1B_IWDV_1049_1054_005707_081"
"S1B_IW_SLC__1SDV_20170510T070618_20170510T070646_005532_009B15_48E8","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5532","81","1049","2017-05-10T07:06:46.000000","2017-05-10T07:06:18.000000","SLC","2017-05-10T07:06:18.000000","2017-05-10T07:06:46.000000","-39.0059","175.799","-38.507637","174.08786","-40.161434","174.693405","-37.839931","176.865753","-39.477886","177.536255","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170510T070618_20170510T070646_005532_009B15_48E8.zip","4433.604228019714","None","None","None","0","S1B_IWDV_1049_1054_005532_081"
"S1B_IW_SLC__1SDV_20170428T070618_20170428T070645_005357_009644_6FDF","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5357","81","1049","2017-04-28T07:06:45.000000","2017-04-28T07:06:18.000000","SLC","2017-04-28T07:06:18.000000","2017-04-28T07:06:45.000000","-39.0062","175.799","-38.508095","174.087875","-40.161518","174.693268","-37.840363","176.865906","-39.477951","177.536255","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170428T070618_20170428T070645_005357_009644_6FDF.zip","4418.662577629089","None","None","None","0","S1B_IWDV_1049_1054_005357_081"
"S1B_IW_SLC__1SDV_20170416T070617_20170416T070645_005182_009123_A19B","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5182","81","1049","2017-04-16T07:06:45.000000","2017-04-16T07:06:17.000000","SLC","2017-04-16T07:06:17.000000","2017-04-16T07:06:45.000000","-39.0059","175.7999","-38.507717","174.088715","-40.161255","174.694214","-37.839939","176.866653","-39.477638","177.537109","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170416T070617_20170416T070645_005182_009123_A19B.zip","4481.7620277404785","None","None","None","0","S1B_IWDV_1049_1054_005182_081"
"S1B_IW_SLC__1SDV_20170404T070617_20170404T070645_005007_008C22_DFA3","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","5007","81","1049","2017-04-04T07:06:45.000000","2017-04-04T07:06:17.000000","SLC","2017-04-04T07:06:17.000000","2017-04-04T07:06:45.000000","-39.005","175.7994","-38.506821","174.088257","-40.160477","174.693802","-37.839046","176.866196","-39.476856","177.536697","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170404T070617_20170404T070645_005007_008C22_DFA3.zip","4546.401041984558","None","None","None","0","S1B_IWDV_1049_1054_005007_081"
"S1B_IW_SLC__1SDV_20170323T070616_20170323T070644_004832_008714_9AD8","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4832","81","1049","2017-03-23T07:06:44.000000","2017-03-23T07:06:16.000000","SLC","2017-03-23T07:06:16.000000","2017-03-23T07:06:44.000000","-39.0055","175.8003","-38.507401","174.089157","-40.160934","174.694672","-37.839649","176.867035","-39.477348","177.537491","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170323T070616_20170323T070644_004832_008714_9AD8.zip","4420.983521461487","None","None","None","0","S1B_IWDV_1049_1054_004832_081"
"S1B_IW_SLC__1SDV_20170311T070616_20170311T070644_004657_0081FA_C92F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4657","81","1049","2017-03-11T07:06:44.000000","2017-03-11T07:06:16.000000","SLC","2017-03-11T07:06:16.000000","2017-03-11T07:06:44.000000","-39.0059","175.7992","-38.507492","174.088043","-40.161404","174.693665","-37.839806","176.865845","-39.477879","177.536407","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170311T070616_20170311T070644_004657_0081FA_C92F.zip","4516.853715896606","None","None","None","0","S1B_IWDV_1049_1054_004657_081"
"S1B_IW_SLC__1SDV_20170227T070616_20170227T070644_004482_007CDC_4088","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4482","81","1049","2017-02-27T07:06:44.000000","2017-02-27T07:06:16.000000","SLC","2017-02-27T07:06:16.000000","2017-02-27T07:06:44.000000","-39.0054","175.7997","-38.507206","174.088715","-40.160759","174.694214","-37.839558","176.866287","-39.47728","177.536728","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170227T070616_20170227T070644_004482_007CDC_4088.zip","4428.338935852051","None","None","None","0","S1B_IWDV_1049_1054_004482_081"
"S1B_IW_SLC__1SDV_20170215T070616_20170215T070644_004307_0077AF_129E","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","4307","81","1049","2017-02-15T07:06:44.000000","2017-02-15T07:06:16.000000","SLC","2017-02-15T07:06:16.000000","2017-02-15T07:06:44.000000","-39.0055","175.8004","-38.507423","174.089478","-40.160732","174.694946","-37.83976","176.866928","-39.477234","177.537308","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170215T070616_20170215T070644_004307_0077AF_129E.zip","4409.757531166077","None","None","None","0","S1B_IWDV_1049_1054_004307_081"
"S1A_IW_SLC__1SDV_20170209T070658_20170209T070726_015203_018E47_C464","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","15203","81","1049","2017-02-09T07:07:26.000000","2017-02-09T07:06:58.000000","SLC","2017-02-09T07:06:58.000000","2017-02-09T07:07:26.000000","-39.005","175.7993","-38.506912","174.088486","-40.160233","174.693893","-37.839306","176.865921","-39.476795","177.53624","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170209T070658_20170209T070726_015203_018E47_C464.zip","4455.8420486450195","None","None","None","0","S1A_IWDV_1049_1054_015203_081"
"S1B_IW_SLC__1SDV_20170122T070616_20170122T070644_003957_006D3F_B5C3","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3957","81","1049","2017-01-22T07:06:44.000000","2017-01-22T07:06:16.000000","SLC","2017-01-22T07:06:16.000000","2017-01-22T07:06:44.000000","-39.0055","175.8014","-38.507393","174.090485","-40.160824","174.69603","-37.839699","176.867966","-39.477291","177.538437","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170122T070616_20170122T070644_003957_006D3F_B5C3.zip","4490.08283996582","None","None","None","0","S1B_IWDV_1049_1054_003957_081"
"S1A_IW_SLC__1SDV_20170116T070658_20170116T070726_014853_018374_0530","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14853","81","1049","2017-01-16T07:07:26.000000","2017-01-16T07:06:58.000000","SLC","2017-01-16T07:06:58.000000","2017-01-16T07:07:26.000000","-39.0053","175.8008","-38.506809","174.089798","-40.160854","174.695557","-37.839172","176.867111","-39.477379","177.537796","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170116T070658_20170116T070726_014853_018374_0530.zip","4455.79406452179","None","None","None","0","S1A_IWDV_1049_1054_014853_081"
"S1B_IW_SLC__1SSV_20161229T070618_20161229T070646_003607_0062E2_4F8E","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3607","81","1049","2016-12-29T07:06:46.000000","2016-12-29T07:06:18.000000","SLC","2016-12-29T07:06:18.000000","2016-12-29T07:06:46.000000","-39.0053","175.7997","-38.507305","174.088913","-40.160389","174.694275","-37.839729","176.866226","-39.476982","177.536469","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161229T070618_20161229T070646_003607_0062E2_4F8E.zip","2363.0237703323364","None","None","None","0","S1B_IWSV_1049_1054_003607_081"
"S1A_IW_SLC__1SDV_20161223T070700_20161223T070728_014503_0178B9_F8D4","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14503","81","1049","2016-12-23T07:07:28.000000","2016-12-23T07:07:00.000000","SLC","2016-12-23T07:07:00.000000","2016-12-23T07:07:28.000000","-39.005","175.8008","-38.506664","174.089874","-40.160583","174.695587","-37.838997","176.867264","-39.477077","177.537903","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20161223T070700_20161223T070728_014503_0178B9_F8D4.zip","4485.404936790466","None","None","None","0","S1A_IWDV_1049_1054_014503_081"
"S1B_IW_SLC__1SSV_20161217T070619_20161217T070647_003432_005DD9_53AE","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3432","81","1049","2016-12-17T07:06:47.000000","2016-12-17T07:06:19.000000","SLC","2016-12-17T07:06:19.000000","2016-12-17T07:06:47.000000","-39.0057","175.8003","-38.507385","174.089355","-40.161072","174.694962","-37.839756","176.866699","-39.477604","177.537231","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161217T070619_20161217T070647_003432_005DD9_53AE.zip","2348.3449087142944","None","None","None","0","S1B_IWSV_1049_1054_003432_081"
"S1B_IW_SLC__1SSV_20161205T070619_20161205T070647_003257_0058DB_31FB","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3257","81","1048","2016-12-05T07:06:47.000000","2016-12-05T07:06:19.000000","SLC","2016-12-05T07:06:19.000000","2016-12-05T07:06:47.000000","-39.0052","175.8006","-40.160751","174.695404","-39.47728","177.537567","-38.506702","174.08963","-37.839073","176.866867","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161205T070619_20161205T070647_003257_0058DB_31FB.zip","2355.853796005249","None","None","None","0","S1B_IWSV_1048_1054_003257_081"
